slug,id,display_name,baseline_version,new_version,functional_class,source_support,source_refs,summary_review,purpose_review,problem_review,mechanism_review,procedure_review,trigger_review,os_fit_review,task_mapping_review,interaction_review,example_review,test_review,metadata_review,provenance_review,semantic_specificity,final_status,version_reason,notes
safe-mode,T4-06,SAFE Mode,1.0.0,1.1.0,meta-control;truth-grounding,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-06. SAFE Mode (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 17. VERBATIM-COPY / FIDELITY WORKFLOW — EXAMPLE OF UPGRADEABLE COMPOSITION (recovered-adjacent-fail-closed-execution),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Strong grounding, narrow drift, atomic verification, and conservative output are directly recovered as SAFE's defining behaviors."
safe-rewrite,T1-10,Safe Rewrite Logic,1.0.0,1.1.0,editing-repair;truth-grounding,sufficiently-recovered,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T1-10. Safe Rewrite Logic (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 5. January 5, 2026 — training/scaffolding Upgradeables snapshot (recovered-name); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 17. VERBATIM-COPY / FIDELITY WORKFLOW — EXAMPLE OF UPGRADEABLE COMPOSITION (recovered-fidelity-context)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The recovered source directly lists preservation of factual atoms and explicit rechecks for names, numbers, dates, quotes, and citations."
scoped-loader,T1-07,Scoped Loader / Loader Sequencing,1.0.0,1.1.0,context-retrieval;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T1-07. Loader Sequencing (current_consolidated_catalog); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 11.2 Research Intake / Corpus Map (historical_assistant_artifact); OS_Upgradeables_Historical_Recovery_Inventory.md — Canonical current consolidated inventory (historical_recovery_inventory),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The catalog recovers an explicit seven-step load sequence and prohibition on loading the full library; later sources confirm scoped loading in research and intake workflows.
selfblock-auto-update,T2-11,SelfBlock Auto-Update,1.0.0,1.1.0,state,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — SelfBlock Auto-Update (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — SelfBlock Auto-Update inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — State maintenance and heartbeat patterns (architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The catalog directly recovers the auto-update behavior; atomic delta, authority, and version checks are a conservative operational normalization."
sequential-memory-state-engine,T2-10,Sequential Memory State Engine (SMSE),1.0.0,1.1.0,state;persistence,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Sequential Memory State Engine (SMSE) (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Sequential Memory State Engine family (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Sequential Memory State Engine reconstruction (deep_context_recovery),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The addendum supplies a detailed recovery of the staged engine, consistent with the catalog and historical family records."
specificity-penalty-gate,JAN26-15,Specificity Penalty Gate,1.0.0,1.1.0,validation;truth-grounding,source-gap,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Pack-derived exact names (exact_name_only); OS_Upgradeables_Historical_Recovery_Inventory.md — Specificity Penalty Gate (exact_name_only); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 20. RECOVERY GAPS AFTER DEEP PASS 2.0 (explicit_source_gap),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,BLOCKED_BY_SOURCE_GAP,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Only the exact name is recovered. The evidence-resolution gate is a clearly labeled modern operationalization, not a claim about the original pack mechanism."
stable-long-context,T2-07,Stable Long-Context,1.0.0,1.1.0,state;drift-control,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Stable Long Context (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Stable Long Context inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Semantic anchoring and context stability (architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",Direct catalog recovery is reinforced by the addendum's semantic anchoring and research-context guidance.
state-routing-bus,A-02,State Routing Bus,1.0.0,1.1.0,state;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — A-02. Teleport Bus (current_consolidated_catalog),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Historical identity, purpose, and core behavior are recovered; v0.2 states the mechanism explicitly without claiming hidden capabilities."
state-snapshot,O-03,State Snapshot,1.0.0,1.1.0,state;persistence,strongly-derivable,"OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — State Snapshot and orchestration snapshot references (name_and_role_recovery); OS_Upgradeables_Historical_Recovery_Inventory.md — State Snapshot inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Heartbeat, checkpoint, and OS flow state (architectural_context)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The precise historical procedure is not fully recovered, but repeated snapshot/checkpoint roles support this conservative normalized mechanism."
stateblock,T2-09,StateBlock,1.0.0,1.1.0,state,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — StateBlock (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — StateBlock and StateBlock SmartUpdate entries (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — State kernel and SMSE reconstruction (deep_context_recovery),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","StateBlock has direct catalog and inventory support, while the addendum recovers its place in the state kernel and update pipeline."
structured-refinement,T2-02,Structured Refinement Cycles,1.0.0,1.1.0,editing-repair;validation,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T2-02. Structured Refinement Cycles (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 1. Canonical current consolidated inventory (recovered-name-and-id),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The recovered definition explicitly separates factual, structural, style, and final-validation passes and preserves accepted decisions."
structured-state-projection,JAN26-13,Structured State Projection,1.0.0,1.1.0,state;output,source-gap,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Structured State Projection residual listing (name_only_recovery); OS_Upgradeables_Historical_Recovery_Inventory.md — Structured State Projection inventory entry (historical_name_only); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Shared state projections and domain isolation (related_architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,BLOCKED_BY_SOURCE_GAP,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The name is recovered and the addendum supports shared-state projections, but the original distinctive procedure is not. This is an honestly labeled modern least-privilege interpretation."
stuck-pattern-reset,T4-03,Stuck-Pattern Reset Pack,1.0.0,1.1.0,meta-control;editing-repair,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-03. Stuck-Pattern Reset Pack (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 9. BOUNDED EXIT — DEEPER HISTORICAL USE (recovered-adjacent-loop-control),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The source directly recovers loop and stale-approach detection, bounded reset, preservation of locked facts and constraints, and reset of only the failed path."
style-alignment,T3-15,Style-Alignment Module,1.0.0,1.1.0,output,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-15. Style-Alignment Module (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (recovered-paper-author-module); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 19.1 Evidence-grounded authoring (recovered-historical-use),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The recovered source makes style explicitly subordinate to truth and task requirements; the style-vector representation is a concrete normalization of that constraint.
surgery-edit,A-08,Surgery Editing,1.0.0,1.1.0,editing-repair;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — A-08. Surgery Editing (recovered-operational-definition); OS_Upgradeables_Historical_Recovery_Inventory.md — 11. Advanced architecture Upgradeables retained (recovered-architecture-membership); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 19.5 OS / Skill construction (recovered-crispr-versus-surgery-use),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The recovered source clearly reserves Surgery for layer reorganization, Core replacement, major workflow changes, and incompatible refactors when CRISPR is insufficient."
task-set-lock-in,T1-06,Task-Set Lock-In,1.0.0,1.1.0,framing-intake;state,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T1-05. Task Set Lock-In (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Task Set Lock-In inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Task anchoring and stability controls (architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The catalog recovers the task-set function directly; the addendum's anchoring material reinforces versioned invariants and explicit transitions.
temporal-anchor-scaffold,JAN26-07,Temporal Anchor Scaffold,1.0.0,1.1.0,state;truth-grounding,source-gap,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Temporal Anchor Scaffold residual listing (name_only_recovery); OS_Upgradeables_Historical_Recovery_Inventory.md — Temporal Anchor Scaffold inventory entry (historical_name_only); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — TIMOS temporal-state and sequencing context (related_architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,BLOCKED_BY_SOURCE_GAP,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Only the label and neighboring temporal architecture are recovered. The table-and-retirement mechanism is a conservative modern interpretation, not claimed history."
truth-priority-hierarchy,T3-06,Truth Priority Hierarchy,1.0.0,1.1.0,truth-grounding;orchestration,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-06. Truth Priority Hierarchy (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 15.2 Historical Meta-OS template (historical_assistant_artifact),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The key precedence principles are recovered; each implementation must still supply its domain-specific evidence hierarchy.
truth-redundancy,T3-03,Truth Redundancy,1.0.0,1.1.0,truth-grounding;validation,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-03. Truth Redundancy / Dual-Lepton Truth Redundancy (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 10.4 Multiverse / plan generation (historical_operating_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The dual-anchor purpose is directly recovered; explicit independence testing operationalizes the metaphor without physical claims.
two-truths-and-corridor,T3-08,Two Truths + Corridor,1.0.0,1.1.0,truth-grounding;drift-control,strongly-derivable,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T3-08. Two Truths + Corridor (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — 8. Tier-3 / Paper-Author alignment family recovered from late-November work (historical_recovery_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 10.3 Drift widths (direct_user_operating_rule),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The composite purpose is recovered; the explicit lock-corridor-audit procedure normalizes the source's two-truth and drift-width principles.
ultimate-suite-supervisor,T4-05,Ultimate Suite Supervisor,1.0.0,1.1.0,meta-control;orchestration;validation,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — T4-05. Ultimate Suite Supervisor (recovered-responsibility-set); OS_Upgradeables_Historical_Recovery_Inventory.md — 10. Tier-4 / Meta-Supervisor recovered family (recovered-name-and-family); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — 15.2 Historical Meta-OS template (recovered-adjacent-suite-architecture),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The recovered responsibility list is unusually explicit and directly distinguishes this top-level suite role from the three-pack Meta-Supervisor health bundle.
working-memory-cues,T1-09,Working-Memory Cues,1.0.0,1.1.0,state,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Working Memory Cues (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Working Memory Cues inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Semantic anchors and heartbeat context (related_architectural_context),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.",The recovered catalog supports cue-based working-memory reinforcement; lifecycle and canonical-pointer language prevents cues from becoming stale state.
working-memory-lock-in,T2-08,Working-Memory Lock-In,1.0.0,1.1.0,state,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Working Memory Lock-In (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Working Memory Lock-In inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Heartbeat and zero-drift fidelity workflow (deep_context_support),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","Catalog and inventory recover the lock-in concept; the addendum's heartbeat and fidelity patterns support refresh, conflict, and release semantics."
zero-drift-zones,T3-14,Zero-Drift Zones,1.0.0,1.1.0,drift-control;truth-grounding,sufficiently-recovered,OS_Upgradeable_to_Skills_Translation_Catalog_v2_Recovery_Merged.md — Zero-Drift Zones (current_consolidated_catalog); OS_Upgradeables_Historical_Recovery_Inventory.md — Zero-Drift Zones inventory entry (historical_inventory); OS_Upgradeables_Deep_Context_Recovery_Addendum_2026-09-03.md — Zero-drift fidelity workflow and drift-width mapping (deep_context_support),PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Minor version: compatible semantic detail, metadata, examples, and behavior cases were added without changing package identity.","The catalog directly recovers zero-drift behavior, and the addendum supplies an explicit fidelity workflow and width mapping."
